n,rt_qs,rt_ms,c_qs,c_ms
10000,2525,5966,161824,64608
10000,2600,6132,166468,64608
10000,2225,5952,148648,64608
10000,2200,5976,155597,64608
10000,2353,6219,159762,64608
10000,2304,5998,149351,64608
10000,2328,6081,153605,64608
10000,2184,6072,144719,64608
10000,2356,6097,157911,64608
10000,2243,5973,148618,64608
10000,2226,5936,149561,64608
10000,2322,5988,153682,64608
10000,2355,6027,148869,64608
10000,2318,6368,145440,64608
10000,2347,6099,149150,64608
10000,2303,6737,161386,64608
10000,2348,6039,151707,64608
10000,2565,5919,171556,64608
10000,2229,6006,155955,64608
10000,2144,6164,158157,64608
10000,2274,6739,152283,64608
10000,2482,6031,178688,64608
10000,2288,6300,159093,64608
10000,2357,6069,158001,64608
10000,2590,6013,166194,64608
10000,2206,6507,156516,64608
10000,2383,6073,159070,64608
10000,2169,6053,161514,64608
10000,2202,6414,151715,64608
10000,2414,5993,152232,64608
10000,2397,6166,157383,64608
10000,2409,6289,148048,64608
10000,2219,6119,156235,64608
10000,2315,6119,156664,64608
10000,2205,6103,157080,64608
10000,2323,6170,154487,64608
10000,2243,6072,155754,64608
10000,2667,6291,160995,64608
10000,2258,5935,150429,64608
10000,2437,6330,153760,64608
10000,2326,6127,163408,64608
10000,2511,5969,160359,64608
10000,2563,6046,155522,64608
10000,2324,6012,160163,64608
10000,2334,6087,157519,64608
10000,2246,6376,148339,64608
10000,2376,6121,150859,64608
10000,2576,6149,165784,64608
10000,2356,5944,154916,64608
10000,2353,5953,156058,64608
10000,2310,6012,150424,64608
10000,2348,6109,157559,64608
10000,2213,6338,148496,64608
10000,2305,6029,149244,64608
10000,2232,6234,155952,64608
10000,2265,6319,148143,64608
10000,2165,5927,154200,64608
10000,2587,6045,155664,64608
10000,2411,6055,162040,64608
10000,2269,5961,153096,64608
10000,2361,6240,157281,64608
10000,2260,5952,151708,64608
10000,2377,6124,155979,64608
10000,2255,5958,145677,64608
10000,2537,6970,155981,64608
10000,2249,6167,152277,64608
10000,2354,6224,151360,64608
10000,2208,7167,148049,64608
10000,2364,6325,159665,64608
10000,2248,5995,150384,64608
10000,2374,5998,153435,64608
10000,2459,5947,168322,64608
10000,2370,6449,163813,64608
10000,2726,6550,153467,64608
10000,2524,6716,156064,64608
10000,2989,6522,154871,64608
10000,2180,6011,146972,64608
10000,2506,6181,159854,64608
10000,2381,6179,151389,64608
10000,2206,6061,148261,64608
10000,2172,6496,151574,64608
10000,2475,6057,157470,64608
10000,2351,6081,163446,64608
10000,2288,5958,154834,64608
10000,2459,7888,167603,64608
10000,3083,6662,165780,64608
10000,2821,7084,158542,64608
10000,2179,6295,153095,64608
10000,2186,6688,170268,64608
10000,2242,5915,156338,64608
10000,2222,6603,151661,64608
10000,2302,5896,170546,64608
10000,3085,5942,150865,64608
10000,2308,5939,166661,64608
10000,2420,6489,163010,64608
10000,2175,6544,151715,64608
10000,2183,6568,146741,64608
10000,2358,5910,161614,64608
10000,2613,5961,148096,64608
10000,2240,6057,150813,64608
10000,2172,6130,157479,64608
10000,2281,6038,158892,64608
10000,2201,6359,161569,64608
10000,2354,6124,160319,64608
10000,2339,6159,157679,64608
10000,2458,6013,160033,64608
10000,2284,5944,166461,64608
10000,2181,6045,154513,64608
10000,2209,6420,149950,64608
10000,2273,6292,148808,64608
10000,2343,6491,151483,64608
10000,2357,6185,167082,64608
10000,2308,5945,159249,64608
10000,2211,5972,155624,64608
10000,2162,5955,146608,64608
10000,2232,6494,151417,64608
10000,2360,6962,157934,64608
10000,2451,6102,156754,64608
10000,2588,6647,149686,64608
10000,2573,6148,167468,64608
10000,2555,6099,152171,64608
10000,2346,6371,153036,64608
10000,2278,6311,149379,64608
10000,2389,6943,151307,64608
10000,2920,6239,161355,64608
10000,2415,6686,152790,64608
10000,2313,7431,153859,64608
10000,2351,6554,158350,64608
10000,2672,6372,150341,64608
10000,2205,6267,147690,64608
10000,2353,6272,146774,64608
10000,2576,6257,147153,64608
10000,2699,6330,170199,64608
10000,2180,6317,146089,64608
10000,2536,6429,145070,64608
10000,2282,6178,166056,64608
10000,2482,6431,154689,64608
10000,2275,6005,153011,64608
10000,2724,6482,151268,64608
10000,2331,7204,158177,64608
10000,2523,6225,150232,64608
10000,2361,6227,149651,64608
10000,2338,6541,152211,64608
10000,2420,6396,158888,64608
10000,2225,6196,150843,64608
10000,2405,5996,153490,64608
10000,2802,6616,143736,64608
10000,2564,6416,150610,64608
10000,2489,6326,155723,64608
10000,2405,6412,146405,64608
10000,2369,6146,166498,64608
10000,2273,6440,155998,64608
10000,2361,5949,158818,64608
10000,2432,6252,155130,64608
10000,2576,6392,154775,64608
10000,2252,7066,158131,64608
10000,2619,6753,153602,64608
10000,2648,6424,159529,64608
10000,2229,6345,150688,64608
10000,2648,6413,166074,64608
10000,2329,6639,152821,64608
10000,3032,6309,161047,64608
10000,2230,6736,153862,64608
10000,2286,6472,144690,64608
10000,2397,6573,161410,64608
10000,2278,7015,159467,64608
10000,2311,6556,155230,64608
10000,2386,6367,152386,64608
10000,2347,8185,154879,64608
10000,2379,6438,158775,64608
10000,2550,5934,161433,64608
10000,2401,6348,169911,64608
10000,2223,6162,155892,64608
10000,2459,6018,152038,64608
10000,2208,6709,153390,64608
10000,3187,6699,153929,64608
10000,2370,5973,170310,64608
10000,2388,6449,165487,64608
10000,2406,7166,156655,64608
10000,3018,6142,156583,64608
10000,2321,5987,152036,64608
10000,2297,6089,152084,64608
10000,2237,6203,148287,64608
10000,2201,6122,160301,64608
10000,2277,6027,151413,64608
10000,2304,5951,159344,64608
10000,2267,6010,161232,64608
10000,2498,6286,161180,64608
10000,2183,6184,151232,64608
10000,2549,5963,168894,64608
10000,2258,6038,163873,64608
10000,2219,6236,150113,64608
10000,2510,5932,163526,64608
10000,2130,6373,154822,64608
10000,2540,6055,153891,64608
10000,2241,6174,149965,64608
10000,2383,6183,163023,64608
10000,2547,6403,167823,64608
10000,2374,6176,153537,64608
10000,2275,6850,167657,64608
10000,2254,6069,156556,64608
10000,2380,6041,148550,64608
10000,2211,5917,146455,64608
10000,2224,5932,154535,64608
10000,2310,7232,153411,64608
10000,2508,6741,154711,64608
10000,2467,6252,161600,64608
10000,2235,6238,148584,64608
10000,2308,6239,153765,64608
10000,2418,6651,152498,64608
10000,2677,6172,145634,64608
10000,2436,6110,153286,64608
10000,2327,6726,162843,64608
10000,2409,6465,145811,64608
10000,2272,6443,150727,64608
10000,2694,6459,156073,64608
10000,2338,6526,150845,64608
10000,2537,6626,156183,64608
10000,2358,6207,154433,64608
10000,2269,6258,150179,64608
10000,2677,6358,152335,64608
10000,2482,6535,153742,64608
10000,2473,6275,169835,64608
10000,2446,6743,149280,64608
10000,2536,6314,153187,64608
10000,2408,6587,151518,64608
10000,2745,6284,150943,64608
10000,13317,9908,161693,64608
10000,2237,6452,149476,64608
10000,5596,6128,170142,64608
10000,2220,6114,151031,64608
10000,2354,6005,159416,64608
10000,2169,6861,146669,64608
10000,2430,6166,158963,64608
10000,2301,6123,163412,64608
10000,2216,6490,152551,64608
10000,2260,5959,155636,64608
10000,2489,6097,176529,64608
10000,2364,6245,167791,64608
10000,2249,6051,149225,64608
10000,2336,6058,151485,64608
10000,2367,6056,167841,64608
10000,2474,6061,154030,64608
10000,2202,6164,159489,64608
10000,2154,6007,145911,64608
10000,2378,6038,163356,64608
10000,2240,6000,160819,64608
10000,2211,6029,146669,64608
10000,2339,5975,154360,64608
10000,2222,6123,155367,64608
10000,2270,6367,149629,64608
10000,2958,6832,155177,64608
10000,2553,6041,161343,64608
10000,2756,6220,158203,64608
10000,2375,6455,167008,64608
10000,2288,6296,149776,64608
10000,2254,6055,148644,64608
10000,2447,6091,156302,64608
10000,2349,6047,154414,64608
10000,2513,5998,155346,64608
10000,2384,6386,153203,64608
10000,2431,6840,172731,64608
10000,2293,6251,151646,64608
10000,2196,6178,160829,64608
10000,2413,6369,156106,64608
10000,2573,6320,148974,64608
10000,2356,7224,158167,64608
10000,2219,6124,149416,64608
10000,2334,5934,160984,64608
10000,2577,6357,150715,64608
10000,2237,9108,153700,64608
10000,2566,6513,152294,64608
10000,2391,6322,169682,64608
10000,2344,6170,157334,64608
10000,2485,6374,156439,64608
10000,2303,7467,152146,64608
10000,3298,6717,164739,64608
10000,2176,6361,145287,64608
10000,2685,6297,156636,64608
10000,2391,6372,143440,64608
10000,2438,6275,144460,64608
10000,2344,6450,163893,64608
10000,2357,6137,154771,64608
10000,2231,6344,159243,64608
10000,2841,6354,159044,64608
10000,3260,6558,151383,64608
10000,2585,6262,159221,64608
10000,2307,6117,145152,64608
10000,2238,6339,164045,64608
10000,2447,6328,150307,64608
10000,2310,6224,148740,64608
10000,2674,6817,152252,64608
10000,2483,6642,150892,64608
10000,2372,6045,158351,64608
10000,2310,6621,163685,64608
10000,2261,5905,156848,64608
10000,3263,7873,154532,64608
10000,3262,7895,162328,64608
10000,2836,6377,148511,64608
10000,2353,7262,152706,64608
10000,2499,6774,152647,64608
10000,2499,6079,174510,64608
10000,2379,6540,151953,64608
10000,2324,6692,157937,64608
10000,2412,6635,158144,64608
10000,2332,6716,160825,64608
10000,2420,6308,154953,64608
10000,2496,6216,165455,64608
10000,2277,6313,153589,64608
10000,2264,6030,152864,64608
10000,2303,6139,151626,64608
10000,2519,6354,160468,64608
10000,2269,6896,149157,64608
10000,2277,6450,162411,64608
10000,2727,6635,151977,64608
10000,2445,6399,152216,64608
10000,2168,6260,151935,64608
10000,2311,6281,152961,64608
10000,2544,6489,152895,64608
10000,2356,6321,154065,64608
10000,2266,6577,157986,64608
10000,2247,6687,152986,64608
10000,2397,6318,146867,64608
10000,2881,6663,157867,64608
10000,2439,6340,156937,64608
10000,2175,6193,154597,64608
10000,2780,7086,166515,64608
10000,2508,6327,146207,64608
10000,2448,6530,153343,64608
10000,2562,6869,159712,64608
10000,2537,6166,146920,64608
10000,2243,7241,159511,64608
10000,2535,6629,168215,64608
10000,2315,6029,162807,64608
10000,2194,6139,149238,64608
10000,2269,6603,155344,64608
10000,2357,6910,160523,64608
10000,2339,6209,150090,64608
10000,2414,6095,150593,64608
10000,2207,6291,148640,64608
10000,2394,6856,150866,64608
10000,2749,6665,158362,64608
10000,2516,6345,167579,64608
10000,2466,6603,169824,64608
10000,2324,6214,158553,64608
10000,2677,6288,152083,64608
10000,2424,6342,145876,64608
10000,2494,6031,154955,64608
10000,2364,6402,147750,64608
10000,2206,6297,150584,64608
10000,2496,6529,151725,64608
10000,2478,6276,154582,64608
10000,2629,6337,154065,64608
10000,2278,6517,149350,64608
10000,2487,6347,150659,64608
10000,2319,6981,167841,64608
10000,2315,6796,144204,64608
10000,2443,6307,160413,64608
10000,2362,6392,153955,64608
10000,2361,6695,145851,64608
10000,2196,6785,158974,64608
10000,2458,6081,162759,64608
10000,2530,6010,152609,64608
10000,2844,6774,156780,64608
10000,2292,6243,154882,64608
10000,2357,6696,160423,64608
10000,2302,6277,157921,64608
10000,2323,6161,156165,64608
10000,2223,6285,154215,64608
10000,2318,6706,157470,64608
10000,2251,6084,152752,64608
10000,2201,8921,161672,64608
10000,2682,6118,159449,64608
10000,2250,6150,153964,64608
10000,2247,6102,151751,64608
10000,2238,6577,153531,64608
10000,2317,6779,151098,64608
10000,2246,6115,152623,64608
10000,2220,5998,152915,64608
10000,3052,6652,158898,64608
10000,2340,6262,167453,64608
10000,2264,25381,146055,64608
10000,2795,6764,161317,64608
10000,2245,5918,146923,64608
10000,2233,6314,168711,64608
10000,2254,5999,152685,64608
10000,2362,5934,168104,64608
10000,2375,6190,153001,64608
10000,2203,6025,146944,64608
10000,2291,6150,149992,64608
10000,2337,6213,153875,64608
10000,2245,6254,160907,64608
10000,2219,6054,152128,64608
10000,2296,6104,150926,64608
10000,2263,6072,161662,64608
10000,2703,5917,171002,64608
10000,2501,6027,174405,64608
10000,2337,6388,155358,64608
10000,2272,6052,153451,64608
10000,2389,6103,157787,64608
10000,2246,6887,164518,64608
10000,2703,6446,152089,64608
10000,2295,5964,154281,64608
10000,2233,5987,163340,64608
10000,2543,5996,162375,64608
10000,2245,6103,155400,64608
10000,2271,7305,156713,64608
10000,2205,6087,147676,64608
10000,3182,7540,152944,64608
10000,2238,6017,150330,64608
10000,2240,5998,170583,64608
10000,2321,6263,154415,64608
10000,2556,5988,159737,64608
10000,2216,6230,151741,64608
10000,2393,6527,154738,64608
10000,2359,6133,170176,64608
10000,2279,6373,148403,64608
10000,2328,7371,155204,64608
10000,3018,7663,159228,64608
10000,2924,6710,165539,64608
10000,2276,6229,161047,64608
10000,2203,5942,158471,64608
10000,2243,6448,151836,64608
10000,2245,6045,150942,64608
10000,2506,6909,145831,64608
10000,2598,6824,154260,64608
10000,2193,6750,158607,64608
10000,2694,6170,148299,64608
10000,2259,6136,156895,64608
10000,2806,6373,160540,64608
10000,2197,6335,149199,64608
10000,2673,6417,154603,64608
10000,2386,6881,161711,64608
10000,2396,6729,151236,64608
10000,2581,6280,155833,64608
10000,2217,6495,153629,64608
10000,2417,6581,154160,64608
10000,2502,6248,153329,64608
10000,2423,6346,156692,64608
10000,2765,6315,151842,64608
10000,2272,6282,153428,64608
10000,2294,6572,154346,64608
10000,2489,7365,159378,64608
10000,2433,6302,152654,64608
10000,3969,8069,166220,64608
10000,2182,6537,161103,64608
10000,2456,5986,148913,64608
10000,2650,5913,150868,64608
10000,2431,6178,147807,64608
10000,2253,6344,155846,64608
10000,2218,6039,156171,64608
10000,2275,6159,161068,64608
10000,2348,6057,165222,64608
10000,2285,6237,153876,64608
10000,2193,6091,152126,64608
10000,2205,6333,154307,64608
10000,2331,6086,158321,64608
10000,2518,6685,155580,64608
10000,2403,6080,170700,64608
10000,2441,6736,154219,64608
10000,2483,6347,161943,64608
10000,2346,5986,157738,64608
10000,2140,6604,157366,64608
10000,2175,6220,147406,64608
10000,2419,6016,152812,64608
10000,2210,6235,151591,64608
10000,2368,5946,168091,64608
10000,2317,5997,169529,64608
10000,2648,6131,170441,64608
10000,2577,6316,158755,64608
10000,2483,6390,170558,64608
10000,2559,6021,152853,64608
10000,3142,6638,163479,64608
10000,2180,6055,155618,64608
10000,2136,5968,144900,64608
10000,2229,6414,159358,64608
10000,2448,6508,155106,64608
10000,2524,6276,148568,64608
10000,2403,6041,160919,64608
10000,2272,6044,151817,64608
10000,2208,6035,149044,64608
10000,2202,6228,153681,64608
10000,2267,6312,159877,64608
10000,2654,6093,155433,64608
10000,2338,5960,157875,64608
10000,2242,6181,143960,64608
10000,2227,6351,156915,64608
10000,2250,6463,148892,64608
10000,2345,6211,150368,64608
10000,2235,6219,158778,64608
10000,2273,6067,153866,64608
10000,2529,5944,162922,64608
10000,2267,6617,147516,64608
10000,2328,6322,158832,64608
10000,2536,6078,163892,64608
10000,2418,6083,159238,64608
10000,2352,6136,157378,64608
10000,2208,6086,145570,64608
10000,2283,6005,154448,64608
10000,2299,6385,147494,64608
10000,2328,5997,155288,64608
10000,2525,6159,162047,64608
10000,2260,6133,154467,64608
10000,2350,6376,154070,64608
10000,2478,5989,170091,64608
10000,2345,6105,160020,64608
10000,2368,6160,157419,64608
10000,2370,6349,159376,64608
10000,2610,6373,156262,64608
10000,2404,6215,168565,64608
10000,2445,5938,153623,64608
10000,2328,6099,146311,64608
10000,2310,6222,149965,64608
10000,2156,5996,143226,64608
10000,2196,6001,147389,64608
10000,2304,6040,145923,64608
10000,2341,5989,153573,64608
10000,2239,7069,151862,64608
10000,2280,6642,156647,64608
10000,2629,6261,151904,64608
10000,2387,6301,151162,64608
10000,2434,6230,153083,64608
10000,2564,6376,163588,64608
10000,2291,6684,148881,64608
10000,25234,6460,148751,64608
10000,2920,6604,154775,64608
10000,2233,5991,149006,64608
10000,2568,5969,157760,64608
10000,2278,5932,153576,64608
10000,2383,6700,159788,64608
10000,2191,5968,156479,64608
10000,2390,5977,167362,64608
10000,2245,6168,158732,64608
10000,2766,6377,149782,64608
10000,2287,6004,153640,64608
10000,2682,6397,150821,64608
10000,2132,6016,147793,64608
10000,2302,6186,153094,64608
10000,2214,6134,155533,64608
10000,2214,6432,148921,64608
10000,2230,6316,159002,64608
10000,2185,6195,153568,64608
10000,2686,6780,147487,64608
10000,2684,6252,165369,64608
10000,2357,6319,148872,64608
10000,2638,6195,153585,64608
10000,2288,6560,156201,64608
10000,2218,6221,149585,64608
10000,2297,5940,155509,64608
10000,2200,5999,150650,64608
10000,2414,6064,156242,64608
10000,2387,5936,159831,64608
10000,2192,6114,154449,64608
10000,2212,6382,142834,64608
10000,2375,6780,155596,64608
10000,2282,6538,156545,64608
10000,2344,6213,148194,64608
10000,2291,5919,161831,64608
10000,2340,5928,175816,64608
10000,2468,6810,178045,64608
10000,2347,5946,155934,64608
10000,2496,6686,149160,64608
10000,2518,5952,156346,64608
10000,2478,6138,145699,64608
10000,2436,6374,159244,64608
10000,2535,6308,151991,64608
10000,2517,6300,161732,64608
10000,2373,5986,178647,64608
10000,2260,6063,156290,64608
10000,2263,5989,157973,64608
10000,2241,6022,156364,64608
10000,2287,6317,155018,64608
10000,2204,6033,152615,64608
10000,2302,5987,150269,64608
10000,2359,6250,164401,64608
10000,2820,6043,161698,64608
10000,2250,6600,158388,64608
10000,2240,5967,151125,64608
10000,2439,6764,153909,64608
10000,2484,6367,147087,64608
10000,2661,6231,171979,64608
10000,2236,5981,152012,64608
10000,2188,6462,162490,64608
10000,2591,6046,155829,64608
10000,2168,6335,147632,64608
10000,2289,6108,159569,64608
10000,2318,6115,161391,64608
10000,2316,5939,156591,64608
10000,2383,6587,153434,64608
10000,2178,6297,153797,64608
10000,2397,5925,161975,64608
10000,2498,6182,157629,64608
10000,2245,6102,151831,64608
10000,2296,6076,152918,64608
10000,2278,6065,156902,64608
10000,2246,6102,150730,64608
10000,2433,6160,152318,64608
10000,2189,6133,147220,64608
10000,2286,5996,155272,64608
10000,2232,6231,159884,64608
10000,2479,5955,158878,64608
10000,2215,6239,152311,64608
10000,2257,5998,154593,64608
10000,2285,6239,149852,64608
10000,2269,6164,156732,64608
10000,2272,6074,163211,64608
10000,2281,6721,159395,64608
10000,2226,6003,149122,64608
10000,2238,7107,156733,64608
10000,2239,6617,151579,64608
10000,2365,6324,154775,64608
10000,2131,6358,149924,64608
10000,2290,6115,145475,64608
10000,2350,6600,166894,64608
10000,2176,5944,149215,64608
10000,2531,5947,167738,64608
10000,2563,6420,146345,64608
10000,2254,6001,156801,64608
10000,2196,5949,144023,64608
10000,2418,7466,156028,64608
10000,2230,6469,146236,64608
10000,2273,6004,151422,64608
10000,2207,6033,147374,64608
10000,2447,6002,167986,64608
10000,2281,6328,150162,64608
10000,2189,6123,150292,64608
10000,2186,6416,150884,64608
10000,2461,6483,153521,64608
10000,2497,6188,149010,64608
10000,2357,6294,159540,64608
10000,2218,6178,148629,64608
